rank,aclj.org,advocate.com,alternet.org,americannews.com,americanthinker.com,billmoyers.com,bizpacreview.com,blackamericaweb.com,bluenationreview.com,breitbart.com,charismanews.com,commondreams.org,conservativepost.com,conservativetribune.com,dailycaller.com,dailykos.com,dailysignal.com,democracynow.org,ecowatch.com,forwardprogressives.com,freebeacon.com,globalgrind.com,gopthedailydose.com,grist.org,headlinepolitics.com,hotair.com,ifyouonlynews.com,ijr.com,infowars.com,investors.com,legalinsurrection.com,lgbtqnation.com,libertynews.com,lifenews.com,{lifesitenews.com},lifesitenews.com,lifezette.com,lovebscott.com,madamenoire.com,madworldnews.com,mediamatters.org,mic.com,motherjones.com,nationalreview.com,nation.foxnews.com,newrepublic.com,newsone.com,occupydemocrats.com,pamelageller.com,pjmedia.com,politicususa.com,radio.foxnews.com,redstate.com,reverbpress.com,rightwingwatch.org,{rushlimbaugh.com},rushlimbaugh.com,salon.com,slate.com,sonsoflibertymedia.com,takepart.com,talkingpointsmemo.com,tampabay.com,teaparty.org,theblaze.com,thegatewaypundit.com,thegrio.com,thenation.com,thenewcivilrightsmovement.com,thepoliticalinsider.com,theroot.com,thinkprogress.org,townhall.com,trofire.com,truthdig.com,truth-out.org,twitchy.com,washingtonexaminer.com,{weeklystandard.com},weeklystandard.com,westernjournalism.com,{wnd.com},wnd.com,youngcons.com,terms,tfidf
850,0,11,0,0,0,0,101,1,0,10,1,5,0,4,10,8,0,0,0,0,0,14,2,0,0,12,3,0,14,0,1,0,0,1,0,13,0,2,0,13,0,1,1,3,3,0,10,1,12,10,7,2,2,0,0,0,0,0,10,2,0,3,0,25,18,19,4,0,21,7,7,0,9,0,0,1,201,3,0,1,7,0,0,10,september_21_2016,0.0120467074413
851,1,0,12,6,41,2,7,0,0,24,7,46,4,17,13,1,6,22,0,0,47,0,3,0,2,7,2,11,40,0,0,0,0,0,0,0,3,0,0,15,2,1,3,32,5,1,0,0,31,15,1,2,3,7,1,0,6,0,13,24,0,3,0,22,5,8,0,9,0,3,0,5,6,4,32,13,5,31,0,14,20,0,22,8,syrian_rebels,0.0120467074413
852,2,11,5,1,23,1,14,9,4,27,4,27,7,16,17,14,10,1,7,0,46,1,3,3,5,14,0,6,8,37,1,12,0,4,0,7,3,4,2,0,6,4,7,7,3,6,1,2,5,12,7,0,7,0,11,0,5,1,17,8,3,42,34,53,11,3,5,5,8,7,9,36,15,4,15,5,1,70,0,11,22,0,8,12,said_last_week,0.0120233611091
853,0,7,19,1,12,12,19,0,6,60,0,11,1,22,23,7,0,17,0,35,17,0,2,7,7,10,11,0,6,0,3,8,0,5,0,2,11,0,0,2,7,0,0,29,7,9,13,4,1,2,38,6,19,12,0,0,0,2,45,7,0,10,0,90,32,3,6,17,1,8,8,29,10,8,16,0,2,0,0,6,55,0,23,12,partys_nomination,0.0120233611091
854,1,0,1,0,3,0,75,0,1,24,0,0,0,3,3,2,0,0,0,0,0,12,1,1,0,1,16,0,1,0,21,0,0,0,0,16,0,0,1,10,1,0,10,1,0,2,13,1,10,1,9,0,6,5,0,0,0,0,5,6,0,1,0,66,8,5,5,0,29,7,18,0,25,0,4,7,177,5,0,0,21,0,1,17,september_2_2016,0.0120233611091
855,0,13,14,3,21,3,26,9,0,48,10,18,7,14,22,16,5,13,1,0,3,13,6,4,7,5,6,7,4,2,3,13,0,26,0,35,6,6,15,18,3,18,5,12,3,10,11,2,2,5,8,0,5,9,4,0,10,0,39,8,8,7,12,29,18,19,22,2,11,9,24,11,6,5,15,12,13,27,0,8,25,0,17,20,standing_ovation,0.0120000147768
856,5,17,30,3,77,9,13,2,3,24,24,28,4,34,13,34,7,6,8,31,6,2,7,4,1,15,32,4,3,7,3,6,0,47,0,15,4,0,40,12,4,15,7,24,1,7,5,9,2,9,19,0,8,21,1,0,1,2,27,28,7,2,4,14,7,2,14,4,11,8,13,7,11,1,20,19,7,10,0,3,6,0,25,20,far_too_many,0.0120000147768
857,2,15,50,3,23,16,11,10,3,33,23,31,1,9,23,16,7,14,7,4,8,7,2,9,4,10,7,10,0,42,3,6,0,23,1,27,11,5,18,12,8,33,26,23,0,35,4,1,12,3,6,0,11,11,3,0,3,2,83,20,14,17,46,36,9,4,8,14,11,2,14,44,12,8,29,45,2,31,0,21,7,0,27,3,two_years_later,0.0120000147768
858,1,1,4,0,3,0,32,7,13,35,0,2,0,10,21,10,0,3,0,0,1,8,2,0,0,23,15,0,10,0,12,7,0,1,0,12,0,4,1,9,0,0,30,1,2,0,15,3,8,4,9,0,19,2,0,0,0,0,14,2,1,13,0,28,13,18,0,0,49,8,1,9,10,0,0,3,201,4,0,0,15,0,2,7,june_22_2016,0.0120000147768
859,1,6,39,5,35,12,15,6,2,32,25,25,5,18,22,18,2,19,12,3,15,1,5,14,2,13,2,5,11,7,8,11,0,7,0,7,6,3,1,11,5,10,22,18,1,27,4,0,19,5,8,1,15,9,2,0,0,5,55,43,12,20,21,40,14,22,7,10,10,2,5,23,14,5,18,27,2,21,0,11,6,0,22,1,several_hundred,0.0120000147768
860,1,0,0,0,1,0,52,0,28,17,2,2,0,6,21,4,1,0,0,0,6,15,0,0,1,8,20,0,15,0,10,2,0,2,0,19,0,0,3,6,4,2,5,0,2,1,11,0,6,4,3,0,9,1,0,0,0,0,11,1,0,3,0,15,20,0,0,0,8,11,1,2,9,0,2,1,202,5,0,3,29,0,4,25,june_28_2016,0.0119766684446
861,3,0,0,0,5,0,2,0,0,3,2,0,2,3,2,0,1,0,0,0,5,0,0,0,0,2,0,2,4,0,1,0,0,421,0,14,1,0,1,1,0,0,0,6,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,9,0,3,0,0,10,2,getting_heart_lung,0.0119766684446
862,0,1,8,0,1,0,86,2,5,52,0,2,0,27,15,4,0,0,0,0,6,13,2,0,5,14,1,0,7,3,6,8,0,1,0,17,0,1,12,9,3,3,4,2,3,0,3,1,2,7,5,0,7,5,1,0,0,0,12,0,2,7,2,28,18,17,7,0,12,18,0,6,22,1,0,1,91,6,0,4,24,0,0,12,march_29_2016,0.0119533221123
863,0,4,19,2,24,5,12,1,1,27,0,17,3,10,10,9,8,43,0,1,4,1,4,0,5,14,12,0,4,1,3,4,0,1,0,4,10,0,0,5,7,6,10,34,11,11,4,1,1,2,17,3,16,7,0,0,7,0,26,2,0,28,4,92,11,5,0,7,2,6,3,7,13,1,12,2,7,101,0,13,17,0,9,11,convention_floor,0.0119533221123
864,9,12,30,8,26,2,6,1,6,28,21,12,9,37,24,16,5,7,6,20,13,6,8,1,4,7,14,11,17,5,5,2,0,22,0,19,3,7,13,30,16,8,5,9,4,4,7,6,6,7,12,0,9,4,0,0,8,4,25,22,2,18,11,23,10,7,4,3,3,7,7,15,11,4,10,25,5,10,0,3,23,0,19,12,numerous_times,0.0119533221123
865,3,10,21,0,56,11,13,1,1,25,7,23,8,12,7,12,4,18,16,1,7,0,2,5,2,6,6,2,8,0,2,2,0,32,0,30,2,1,2,12,3,3,5,20,5,7,3,3,4,7,13,0,8,14,5,0,7,0,12,87,0,4,1,11,10,5,1,1,4,6,2,12,16,3,6,21,5,11,0,14,10,0,28,18,life_liberty,0.0119533221123
866,0,9,49,2,49,33,14,2,2,52,3,64,5,10,32,32,11,14,26,38,19,1,3,32,2,6,17,4,9,4,2,1,0,2,0,1,8,0,1,6,14,7,21,15,8,4,10,4,2,10,42,1,12,17,0,0,8,2,13,10,3,19,11,38,4,2,3,10,5,9,2,41,28,11,20,49,13,35,0,22,15,0,21,15,create_jobs,0.0119533221123
867,0,15,54,6,15,15,25,1,1,23,2,91,14,13,39,18,0,110,17,1,8,2,3,4,13,6,29,20,8,0,8,4,0,9,0,2,7,0,3,7,12,11,4,7,5,7,25,2,1,6,94,1,4,30,0,0,1,0,11,5,1,9,6,37,23,5,8,6,13,10,14,53,10,84,92,47,16,60,0,13,20,0,11,49,candidate_bernie_sanders,0.0119533221123
868,2,8,20,3,17,24,12,5,3,27,1,25,2,23,40,6,15,15,5,0,35,6,1,4,8,9,5,0,9,0,2,4,0,37,0,19,10,1,7,13,0,0,0,15,1,6,19,1,5,6,7,2,3,6,1,0,1,0,10,20,5,4,0,52,13,6,6,5,1,10,13,56,15,2,17,4,2,0,0,8,18,0,36,13,nations_capital,0.0119299757801
869,1,6,1,1,22,4,51,2,1,31,7,7,4,9,12,4,2,4,0,3,16,3,7,1,8,5,7,0,3,1,2,16,0,0,0,2,5,2,0,9,4,9,5,4,11,4,13,2,33,11,8,9,6,3,3,0,0,0,6,9,0,10,18,63,29,10,1,2,12,5,2,18,15,2,4,1,19,12,0,13,21,0,14,28,orlando_nightclub,0.0119066294478
870,0,5,35,1,42,9,24,4,8,19,18,13,1,36,11,13,4,4,5,27,4,2,2,8,8,20,15,11,2,1,6,2,0,8,0,12,8,3,32,54,13,27,4,16,2,16,2,1,0,10,7,0,10,22,7,0,56,4,71,18,9,11,10,19,8,2,5,4,5,5,8,25,10,6,7,12,6,14,0,14,8,0,8,12,entirely_different,0.0119066294478
871,0,0,34,9,34,4,17,0,2,52,8,10,7,55,38,14,0,101,8,8,4,5,17,2,3,15,11,1,12,0,7,1,0,0,0,0,8,0,0,7,19,19,13,19,4,2,5,6,0,2,6,0,6,8,6,0,15,0,30,12,16,11,4,47,3,15,0,8,4,13,2,22,6,9,17,43,0,25,0,12,16,0,12,9,mexican_government,0.0119066294478
872,0,2,1,0,4,0,79,0,7,14,1,5,0,11,20,13,0,0,0,0,1,7,2,0,1,18,4,0,4,1,0,4,0,0,0,0,0,2,8,11,6,2,10,4,2,0,10,14,4,2,7,0,1,0,0,0,0,0,16,2,0,1,0,33,26,6,6,0,7,3,27,0,12,2,0,1,200,4,0,1,25,0,0,18,august_15_2016,0.0119066294478
873,1,2,39,1,27,8,6,1,1,23,17,27,3,6,14,16,6,25,23,1,9,1,1,25,2,2,4,5,2,155,3,4,0,25,0,14,9,1,7,7,13,18,14,17,2,11,5,1,1,4,10,0,7,6,0,0,4,2,52,6,25,9,25,23,4,4,3,2,2,5,8,25,8,1,15,35,3,34,0,8,12,0,19,11,less_than_1,0.0119066294478
874,0,1,3,3,19,0,14,0,11,6,0,0,5,13,12,1,0,0,0,0,1,0,8,0,9,12,13,0,75,0,7,0,0,0,0,0,5,0,0,60,0,0,0,10,1,0,0,2,0,0,1,0,9,2,0,0,0,0,2,11,0,0,0,116,1,22,0,0,1,30,0,2,6,0,0,0,6,0,0,0,7,0,19,23,hillarys_health,0.0119066294478
875,3,2,4,0,3,0,49,12,4,9,0,6,0,15,28,1,0,0,0,0,2,30,1,0,0,19,5,0,1,0,2,1,0,0,0,15,0,0,2,1,4,3,3,0,2,2,11,1,10,0,1,1,3,4,0,0,0,0,12,15,0,3,0,13,9,4,1,0,17,1,20,4,23,0,0,1,258,4,0,0,6,0,3,9,june_20_2016,0.0118832831156
876,1,2,2,0,2,0,30,0,6,30,0,2,1,14,6,0,2,0,0,1,0,1,0,2,2,21,4,0,4,0,3,0,0,1,0,19,0,2,0,0,17,3,0,0,2,0,2,3,8,4,3,2,8,5,1,0,0,0,19,0,1,6,2,17,22,1,0,0,31,12,0,4,10,0,3,1,252,4,0,1,20,0,0,10,april_27_2016,0.0118832831156
877,0,1,11,3,23,9,23,1,0,24,1,40,1,19,38,13,5,2,23,0,28,0,13,37,3,19,4,0,3,3,3,1,0,0,0,2,27,0,0,17,11,1,9,15,14,15,1,0,0,7,4,1,12,0,0,0,4,0,10,4,1,5,5,38,12,13,0,6,1,12,0,28,32,2,8,40,27,16,0,9,13,0,4,20,coal_miners,0.0118599367833
878,1,5,7,1,1,0,63,0,18,49,0,10,2,32,5,6,0,0,0,0,1,9,2,0,1,19,3,0,15,0,12,1,0,8,0,12,1,0,0,4,27,0,7,1,2,1,15,0,7,1,10,1,3,2,1,0,0,0,13,1,0,1,0,9,16,13,7,0,63,18,0,7,13,3,3,2,156,6,0,1,16,0,1,14,march_16_2016,0.0118599367833
879,0,26,10,3,11,1,16,15,0,120,31,1,3,8,11,0,0,3,0,0,5,80,2,4,4,8,2,9,1,57,0,5,0,1,0,10,15,63,58,7,3,49,2,5,4,12,28,0,0,14,0,1,1,2,2,0,5,2,122,9,11,4,39,51,13,0,28,2,1,15,28,14,4,0,1,6,4,9,0,8,16,0,10,17,box_office,0.0118599367833
880,0,10,28,7,19,1,30,10,0,49,0,5,4,20,34,12,7,5,0,4,1,8,7,0,1,19,7,14,2,0,4,0,0,6,0,1,4,2,7,41,8,16,5,16,0,2,12,4,9,10,6,0,4,5,1,0,3,0,13,26,7,4,23,47,9,7,7,0,4,4,13,35,26,4,15,10,7,10,0,3,14,0,21,22,criminal_history,0.0118599367833
881,2,0,27,2,30,1,12,0,0,51,0,64,5,18,27,0,0,46,3,0,7,0,1,0,3,3,1,1,22,0,6,0,0,0,0,0,3,0,0,7,1,7,4,13,2,2,0,0,43,14,2,1,6,14,1,0,0,1,16,12,4,5,1,89,17,2,0,3,0,10,0,11,15,10,40,22,1,18,0,2,13,0,38,12,saudi_government,0.0118599367833
882,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,2,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,sen_bernie_sanders_i_vt,0.0118452963924
883,2,5,29,2,66,21,5,0,0,20,12,64,1,9,13,6,2,77,4,3,21,0,8,4,0,9,7,3,34,1,7,0,0,0,0,1,7,0,1,13,5,7,3,22,0,9,0,0,29,5,2,0,9,3,4,0,21,0,28,49,6,2,0,42,6,5,0,26,1,5,3,10,9,5,29,50,1,17,0,8,4,0,36,3,arab_spring,0.0118365904511
884,2,0,15,7,36,9,16,0,0,21,2,44,9,21,27,0,1,10,2,0,41,0,6,0,5,4,2,2,9,3,3,0,0,0,0,0,3,0,0,5,3,1,7,10,10,0,1,0,16,20,0,3,5,9,0,0,1,0,6,9,0,2,36,41,14,3,0,11,0,10,0,3,13,0,7,22,3,64,0,14,29,0,7,11,central_command,0.0118132441188
885,0,3,3,0,3,1,46,0,2,46,2,8,1,28,24,1,0,0,0,0,1,15,0,2,1,9,1,0,15,1,14,1,0,9,0,23,0,17,0,1,0,13,7,2,1,0,5,0,6,7,1,0,10,11,0,0,0,0,14,3,1,7,0,22,32,15,4,0,19,9,1,6,13,3,4,0,113,9,0,2,18,0,3,17,march_23_2016,0.0118132441188
886,0,11,45,6,21,8,16,7,0,31,15,10,9,20,22,18,2,18,2,7,7,13,10,6,7,5,16,13,8,2,2,6,0,8,0,2,5,9,54,75,6,35,11,9,7,21,16,1,10,14,5,0,10,7,7,0,20,0,66,14,6,11,26,21,24,6,14,1,8,8,30,19,14,4,8,17,11,6,0,3,19,0,11,13,walking_around,0.0118132441188
887,0,2,4,0,1,0,24,10,0,5,0,0,5,7,303,0,0,0,0,0,1,29,0,0,12,0,3,63,12,0,0,1,0,0,0,2,1,16,7,9,0,13,0,3,1,3,3,0,0,8,1,0,2,0,0,0,0,0,8,0,4,0,6,0,0,1,10,2,0,3,2,1,6,2,0,0,15,2,0,1,4,0,4,11,ronda_rousey,0.0118132441188
888,0,0,1,0,0,0,78,8,0,14,1,4,0,8,20,3,0,0,0,0,2,13,3,1,1,21,7,0,4,1,1,0,0,0,0,13,0,1,4,1,6,0,3,0,0,1,4,1,6,0,6,1,11,4,0,0,0,0,11,1,0,7,4,14,16,6,0,0,15,12,19,0,8,3,0,3,216,1,0,0,40,0,0,5,october_6_2016,0.0117898977866
889,2,4,39,1,17,6,28,1,3,69,8,11,3,17,14,40,3,19,12,1,13,1,5,6,3,3,9,9,13,4,0,8,0,19,0,11,3,3,4,12,8,5,15,11,2,6,2,3,4,4,2,2,6,6,1,0,0,0,20,23,4,8,6,71,17,13,0,15,12,8,5,40,5,3,4,14,3,17,0,2,17,0,30,13,el_paso,0.0117898977866
890,0,19,37,14,16,4,22,5,1,18,6,9,16,30,42,23,0,2,33,2,6,62,3,52,4,12,33,30,2,2,4,18,0,10,0,4,6,3,35,81,1,27,7,8,2,6,45,9,3,6,7,4,9,15,5,0,6,2,28,9,19,20,6,14,11,3,31,2,9,17,9,26,5,11,4,21,9,20,0,6,22,0,4,18,hot_water,0.0117665514543
891,0,1,1,2,14,0,20,0,1,21,2,4,4,10,21,5,2,0,0,8,7,0,3,2,5,10,3,11,3,0,2,0,0,3,0,0,18,0,0,0,5,13,0,10,19,2,0,0,1,3,33,28,21,1,0,0,9,0,15,4,0,14,2,34,17,5,0,1,6,10,1,2,27,0,3,0,1,41,0,19,54,0,12,31,fox_news_poll,0.0117665514543
892,0,18,27,3,16,7,23,17,2,41,14,15,14,26,31,14,1,61,0,5,6,14,7,3,4,5,14,3,5,2,2,6,2,7,0,19,17,3,30,10,19,17,0,13,4,4,127,9,1,8,26,0,8,17,3,0,18,0,8,13,0,25,8,31,14,4,50,7,7,7,50,13,13,16,21,16,2,41,0,4,33,0,20,12,african-american_community,0.0117665514543
893,0,11,31,2,26,28,13,3,1,23,11,40,3,8,32,18,5,30,7,3,9,0,2,8,9,8,10,0,16,2,2,7,0,6,0,5,5,1,3,4,69,6,14,6,4,6,3,3,9,4,24,2,23,10,6,0,8,4,48,21,6,30,5,76,12,9,4,7,9,11,47,15,26,3,22,24,8,39,0,7,27,0,14,7,news_organizations,0.0117665514543
894,0,5,78,0,52,16,6,1,0,23,15,51,1,9,26,39,3,7,18,18,14,2,3,15,1,33,10,2,17,3,3,5,0,2,0,9,14,0,2,2,35,33,21,66,0,45,4,1,6,13,12,0,19,18,6,0,1,2,148,18,12,16,17,34,12,8,2,7,8,0,4,49,13,4,25,54,3,24,0,18,9,0,17,5,almost_entirely,0.0117665514543
895,0,5,39,3,37,10,9,1,1,35,5,22,0,6,14,17,0,16,1,7,6,0,2,7,2,17,15,2,4,1,7,5,0,0,0,3,21,0,0,0,17,8,8,29,2,15,1,1,0,10,35,0,22,13,11,0,20,8,25,0,0,16,4,51,11,12,2,15,3,14,5,4,19,3,23,18,2,76,0,14,30,0,11,6,republican_primaries,0.0117432051221
896,0,7,39,1,26,19,20,2,6,24,9,17,7,26,28,15,1,28,7,9,16,2,2,13,4,28,7,8,4,1,4,3,0,6,0,16,9,1,22,27,29,24,21,28,3,20,4,3,3,9,12,1,6,7,5,0,13,1,69,21,11,12,17,31,10,5,7,8,4,6,24,33,10,8,23,16,4,26,0,10,23,0,16,10,much_attention,0.0117198587898
897,0,2,35,0,14,37,35,0,0,52,0,9,5,27,33,6,0,21,1,9,5,0,5,3,8,30,26,1,13,0,3,3,0,4,0,1,17,0,0,2,4,0,0,42,7,26,0,1,0,2,60,3,53,19,5,0,0,2,51,7,1,11,2,26,5,14,2,9,0,11,5,33,6,31,18,1,6,0,0,11,21,0,19,13,jeb_bushs,0.0116965124576
898,1,10,52,1,28,14,16,2,2,32,6,23,0,14,29,22,3,25,12,10,3,2,5,15,3,12,9,9,1,10,7,2,0,2,0,5,14,3,26,11,7,16,14,16,8,13,5,4,2,11,9,2,11,13,2,0,15,1,51,13,18,12,16,83,13,7,2,4,4,3,6,38,10,9,17,35,4,25,0,13,27,0,18,8,big_difference,0.0116965124576
899,2,0,0,0,5,0,1,0,0,3,2,0,2,2,4,0,0,0,0,0,5,0,0,0,0,2,0,1,4,0,1,0,0,418,0,13,1,0,1,1,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,7,0,2,0,0,10,1,liver_because_we_know,0.0116965124576
900,0,1,1,4,8,0,11,0,0,25,0,0,5,113,1,0,0,0,0,0,0,0,3,0,1,0,0,0,13,0,0,0,1,2,0,1,26,0,1,15,1,0,0,0,0,0,0,0,9,2,0,0,0,1,0,0,0,0,0,28,0,2,0,24,2,17,0,0,0,4,0,0,0,0,0,0,0,1,0,2,20,0,161,2,breitbart_reported,0.0116965124576
901,0,5,3,0,0,1,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,3,0,3,0,475,0,0,0,0,0,1,0,5,0,0,0,0,0,0,2,0,0,2,0,0,0,0,21,0,0,0,1,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,amoris_laetitia,0.0116731661253
902,0,0,1,0,0,0,27,0,0,4,0,5,0,5,4,9,0,2,0,0,1,11,1,0,2,19,3,1,5,0,0,2,0,8,0,17,0,0,4,2,1,0,2,0,4,2,3,3,6,2,8,1,11,0,0,0,0,21,2,9,0,5,3,22,7,11,0,1,19,10,3,0,19,0,0,1,266,8,0,0,10,0,1,17,october_17_2016,0.0116731661253
903,0,1,24,4,94,3,8,0,3,27,15,17,2,16,23,14,11,7,12,0,32,0,2,3,0,5,5,1,4,7,6,0,0,0,0,0,5,0,0,8,11,1,5,33,7,4,0,5,5,7,5,0,5,5,2,0,35,2,12,4,3,5,1,20,5,9,0,0,0,5,0,12,7,5,7,9,2,19,0,16,13,0,27,11,150_billion,0.0116731661253
904,0,23,32,5,13,6,100,10,0,21,26,14,6,12,10,34,9,12,17,1,10,8,4,34,3,8,6,5,7,2,10,12,0,0,0,3,12,3,10,12,4,7,30,8,2,7,8,2,20,3,5,4,5,5,2,0,24,0,31,10,9,8,601,43,11,9,6,1,3,4,21,45,10,10,3,24,3,26,0,20,6,0,9,5,south_florida,0.0116731661253
905,0,8,45,3,20,9,22,3,10,33,8,14,2,29,20,19,2,19,4,16,7,6,5,4,5,13,36,7,4,4,2,3,0,15,0,11,7,2,17,19,14,55,8,17,5,14,5,5,6,6,15,1,24,18,3,0,56,0,60,9,6,14,10,17,10,3,4,4,6,7,9,27,9,6,12,23,7,21,0,16,12,0,23,13,worst_thing,0.0116731661253
906,0,1,11,0,2,0,91,2,31,64,1,3,1,6,10,9,0,0,0,0,3,21,0,1,0,15,15,0,10,0,3,0,0,0,0,14,1,14,10,0,1,3,2,0,4,2,15,5,4,0,4,1,9,17,0,0,0,0,19,2,0,3,2,41,4,4,0,0,12,6,2,10,17,1,1,2,164,3,0,0,15,0,2,3,june_24_2016,0.0116731661253
907,0,0,3,1,20,1,5,0,1,20,10,0,1,19,15,5,0,0,2,2,10,5,2,0,0,3,0,4,13,0,4,0,0,18,0,26,13,3,3,29,13,2,1,11,0,1,4,1,1,3,1,0,2,1,0,0,0,0,4,6,1,5,19,113,4,1,1,0,1,4,3,6,9,5,1,0,0,3,0,1,34,0,89,5,blood_clot,0.0116498197931
908,2,11,25,10,21,7,29,5,2,22,11,26,7,19,22,14,6,21,3,1,7,2,11,0,9,10,14,13,19,1,2,16,0,7,0,20,7,2,5,17,6,13,9,18,5,9,2,2,12,4,11,1,8,7,5,0,4,7,32,18,4,11,12,29,11,7,9,7,5,6,7,26,7,1,19,17,3,26,0,7,20,0,34,6,within_hours,0.0116264734608
909,3,10,12,5,11,6,23,2,3,29,5,13,5,11,30,15,11,10,6,0,20,4,5,2,1,13,12,4,5,7,5,12,0,11,0,17,15,1,15,7,37,7,12,11,9,10,8,2,5,4,7,0,8,7,5,0,0,4,23,6,16,32,25,44,27,7,12,3,2,9,4,32,10,7,4,14,2,57,0,11,23,0,13,9,questioned_whether,0.0116264734608
910,2,9,41,2,19,19,34,5,3,36,0,20,5,17,21,15,5,18,5,8,10,5,5,3,2,10,17,3,8,0,4,5,0,17,0,8,5,2,38,50,7,0,0,22,5,12,4,2,2,1,21,0,7,21,13,0,1,2,44,24,2,6,0,32,20,7,5,5,4,13,16,19,12,1,14,0,16,0,0,2,19,0,37,15,whats_wrong,0.0116264734608
911,1,2,23,2,17,8,20,4,0,47,21,64,6,17,15,7,4,231,10,1,32,3,4,3,11,3,1,8,9,0,5,2,1,4,0,1,6,0,1,7,3,65,5,5,8,2,5,2,31,7,6,1,5,4,0,0,1,0,35,11,5,8,11,42,26,12,6,1,5,16,6,29,4,1,20,29,11,20,0,2,19,0,18,18,killed_at_least,0.0116264734608
912,4,19,25,8,14,12,21,12,5,23,15,31,5,15,41,24,18,19,4,8,10,9,1,3,1,7,8,10,4,0,7,16,0,34,0,16,1,1,13,44,10,26,18,11,2,9,28,6,4,5,4,1,8,6,12,0,2,2,28,8,17,23,20,30,11,4,22,12,31,7,27,53,13,8,12,39,3,30,0,5,26,0,20,9,national_attention,0.0116264734608
913,0,1,0,0,2,0,70,0,8,59,0,4,1,26,4,3,1,0,0,1,2,4,0,0,0,9,9,1,5,0,16,0,0,2,0,11,0,1,0,11,3,0,12,0,2,4,7,1,3,2,5,0,11,4,1,0,0,0,9,6,1,0,0,0,19,8,1,0,73,4,0,1,16,2,0,1,159,6,0,0,21,0,0,20,february_26_2016,0.0116031271286
914,8,6,94,0,23,29,9,5,0,34,6,56,3,2,21,21,9,18,40,2,19,0,0,16,2,11,6,2,6,120,3,1,0,31,0,19,4,1,13,3,6,20,13,34,0,15,1,1,2,3,17,0,19,19,1,0,4,3,102,6,23,19,33,24,8,0,1,21,2,2,3,48,15,10,23,76,2,23,0,10,3,0,4,3,business_model,0.0116031271286
915,0,3,105,5,69,64,2,12,2,25,31,62,2,8,8,42,5,31,4,31,14,2,5,8,2,3,20,1,31,17,1,0,0,2,0,3,7,0,5,3,19,4,8,31,0,27,4,1,0,5,32,0,8,25,4,0,15,1,50,46,4,8,12,31,6,10,3,16,4,3,4,24,26,11,56,93,3,19,0,12,12,0,21,5,great_depression,0.0116031271286
916,0,4,0,0,2,0,41,0,10,9,0,1,0,4,13,5,0,0,0,0,1,4,4,0,4,10,5,0,7,1,3,5,0,0,0,8,0,0,1,9,2,0,1,1,1,1,2,0,10,19,10,0,5,4,0,0,0,0,4,3,0,2,1,29,13,16,1,0,11,3,11,0,8,1,0,1,222,8,0,0,13,0,2,28,august_10_2016,0.0116031271286
917,0,1,3,3,40,2,26,1,0,61,12,23,4,11,27,2,7,32,1,0,9,0,6,5,4,3,4,6,31,1,4,0,0,0,0,3,8,0,0,24,1,11,7,8,2,2,0,0,32,7,1,1,0,3,3,0,0,0,31,26,5,5,1,31,8,15,0,0,2,3,2,33,12,2,15,13,1,20,0,4,12,0,20,4,german_chancellor_angela_merkel,0.0115797807963
918,0,424,9,0,18,2,2,3,5,41,40,29,4,4,26,16,36,5,0,4,7,3,1,0,2,4,10,7,1,0,0,120,0,6,0,76,6,4,1,3,10,15,11,17,2,12,4,0,1,8,17,2,6,11,15,0,2,0,21,11,40,25,7,42,3,3,3,2,104,1,0,37,13,1,10,17,2,50,0,3,6,0,33,7,human_rights_campaign,0.0115797807963
919,0,18,41,5,19,6,18,2,0,34,7,18,8,17,16,21,3,18,1,11,4,3,8,2,6,17,40,10,27,0,2,3,0,0,0,0,7,2,2,6,8,13,17,20,7,5,6,10,28,8,21,0,6,20,1,0,1,0,18,22,2,16,11,25,14,14,10,16,11,5,4,36,29,11,12,21,28,15,0,2,13,0,20,24,assault_rifles,0.0115564344641
920,2,4,19,5,21,6,15,6,3,33,8,27,8,10,30,12,28,45,0,1,34,1,2,0,3,4,3,3,27,1,3,3,0,3,0,2,4,4,3,5,10,5,18,15,2,10,14,6,7,1,5,1,9,14,2,0,7,0,22,18,3,7,14,74,7,4,2,2,2,14,6,15,7,11,17,26,9,14,0,6,12,0,32,5,money_laundering,0.0115564344641
921,0,14,50,0,20,7,33,5,0,36,23,13,2,7,28,8,3,16,21,1,4,5,4,8,1,13,7,12,11,5,7,2,0,16,0,65,6,0,8,2,35,19,25,26,0,16,11,0,0,2,5,3,6,1,1,0,14,0,54,10,19,8,73,24,8,1,4,3,5,11,14,51,15,0,14,25,1,19,0,8,8,0,35,6,johns_hopkins,0.0115564344641
